Method	Category	Dataset	Size	CompSize	NC
MFCompress	P	out1090	154900	31168	0.80485
MFCompress	P	out1003	155917	31373	0.80486
MFCompress	P	out542	164939	33189	0.80487
MFCompress	P	out501	159603	32116	0.80489
MFCompress	P	out1837	159429	32081	0.80489
MFCompress	P	out912	159761	32148	0.8049
MFCompress	P	out773	156255	31443	0.80491
MFCompress	P	out262	153942	30979	0.80495
MFCompress	P	out1102	161321	32466	0.805
MFCompress	P	out2095	158315	31861	0.805
MFCompress	P	out1614	160783	32358	0.80501
MFCompress	P	out271	159389	32078	0.80502
MFCompress	P	out1839	159412	32083	0.80503
MFCompress	P	out381	159343	32069	0.80503
MFCompress	P	out910	159178	32037	0.80506
MFCompress	P	out948	159049	32011	0.80506
MFCompress	P	out149	160460	32296	0.80508
MFCompress	P	out713	158775	31957	0.80508
MFCompress	P	out1897	163097	32827	0.80509
MFCompress	P	out319	159444	32092	0.80509
MFCompress	P	out1749	157575	31716	0.8051
MFCompress	P	out906	159763	32157	0.80511
MFCompress	P	out288	159282	32061	0.80513
MFCompress	P	out1470	161686	32545	0.80514
MFCompress	P	out304	159835	32173	0.80515
MFCompress	P	out305	158658	31936	0.80515
MFCompress	P	out2212	162446	32699	0.80516
MFCompress	P	out284	159041	32014	0.80517
MFCompress	P	out1835	159278	32062	0.80518
MFCompress	P	out1899	158619	31930	0.80519
MFCompress	P	out1493	155654	31333	0.80519
MFCompress	P	out287	159383	32084	0.8052
MFCompress	P	out2226	154857	31173	0.8052
MFCompress	P	out273	160089	32227	0.80522
MFCompress	P	out163	159509	32110	0.80522
MFCompress	P	out774	156150	31434	0.80522
MFCompress	P	out1073	141789	28543	0.80522
MFCompress	P	out1664	161300	32471	0.80523
MFCompress	P	out293	158622	31932	0.80523
MFCompress	P	out1202	150972	30392	0.80523
MFCompress	P	out798	159231	32055	0.80524
MFCompress	P	out307	159397	32089	0.80525
MFCompress	P	out1840	159441	32098	0.80526
MFCompress	P	out1253	161187	32452	0.80532
MFCompress	P	out468	160095	32233	0.80534
MFCompress	P	out939	154276	31062	0.80536
MFCompress	P	out918	161741	32566	0.80538
MFCompress	P	out1983	158945	32003	0.80538
MFCompress	P	out1978	158910	31996	0.80538
MFCompress	P	out1423	167109	33647	0.80539
MFCompress	P	out281	160764	32370	0.8054
MFCompress	P	out1206	163833	32989	0.80542
MFCompress	P	out987	161932	32606	0.80542
MFCompress	P	out1278	160012	32220	0.80543
MFCompress	P	out283	159050	32027	0.80545
MFCompress	P	out1081	154876	31188	0.80549
MFCompress	P	out315	159384	32096	0.8055
MFCompress	P	out783	162920	32809	0.80552
MFCompress	P	out311	160750	32372	0.80552
MFCompress	P	out1768	155484	31312	0.80553
MFCompress	P	out788	157850	31789	0.80554
MFCompress	P	out314	159388	32099	0.80555
MFCompress	P	out743	161475	32520	0.80557
MFCompress	P	out1650	161007	32426	0.80557
MFCompress	P	out905	159708	32164	0.80557
MFCompress	P	out158	159459	32114	0.80557
MFCompress	P	out263	159458	32114	0.80557
MFCompress	P	out159	159330	32088	0.80557
MFCompress	P	out146	158985	32020	0.80561
MFCompress	P	out2029	160179	32261	0.80562
MFCompress	P	out274	159428	32111	0.80565
MFCompress	P	out1982	158904	32007	0.80569
MFCompress	P	out1806	152464	30710	0.80569
MFCompress	P	out777	161459	32522	0.8057
MFCompress	P	out1502	156042	31431	0.8057
MFCompress	P	out815	162018	32636	0.80573
MFCompress	P	out1797	159306	32091	0.80577
MFCompress	P	out1733	157364	31700	0.80577
MFCompress	P	out353	159563	32144	0.8058
MFCompress	P	out276	159313	32095	0.80583
MFCompress	P	out194	153564	30938	0.80586
MFCompress	P	out919	162771	32795	0.80591
MFCompress	P	out164	159208	32078	0.80593
MFCompress	P	out1980	158921	32020	0.80593
MFCompress	P	out2116	157988	31832	0.80593
MFCompress	P	out1936	157388	31711	0.80593
MFCompress	P	out1836	159383	32114	0.80595
MFCompress	P	out539	163024	32848	0.80596
MFCompress	P	out296	161353	32513	0.806
MFCompress	P	out2112	158172	31873	0.80603
MFCompress	P	out1795	153893	31012	0.80606
MFCompress	P	out268	161107	32466	0.80607
MFCompress	P	out575	154352	31105	0.80607
MFCompress	P	out1214	164102	33070	0.80608
MFCompress	P	out1967	161917	32630	0.80609
MFCompress	P	out715	154576	31152	0.80612
MFCompress	P	out17	159511	32147	0.80613
MFCompress	P	out313	159085	32061	0.80613
MFCompress	P	out1986	159306	32106	0.80614
MFCompress	P	out318	160516	32351	0.80617
MFCompress	P	out346	159617	32170	0.80617
MFCompress	V	out2117	285268	57495	0.80618
MFCompress	P	out382	159602	32168	0.8062
MFCompress	P	out1317	152479	30734	0.80624
MFCompress	P	out588	162458	32746	0.80626
MFCompress	P	out1199	158919	32034	0.80629
MFCompress	P	out1067	154579	31159	0.80629
MFCompress	P	out686	155353	31316	0.80631
MFCompress	P	out915	162194	32696	0.80634
MFCompress	P	out352	159553	32164	0.80635
MFCompress	P	out351	159605	32175	0.80636
MFCompress	P	out349	159596	32173	0.80636
MFCompress	P	out345	159571	32168	0.80636
MFCompress	P	out1605	154708	31189	0.80639
MFCompress	P	out67	159984	32253	0.8064
MFCompress	P	out1929	158988	32052	0.8064
MFCompress	P	out347	159621	32180	0.80641
MFCompress	P	out1981	159228	32101	0.80641
MFCompress	P	out2109	158244	31904	0.80645
MFCompress	P	out1006	154080	31065	0.80646
MFCompress	P	out2084	155748	31402	0.80648
MFCompress	P	out693	162248	32713	0.80649
MFCompress	P	out1514	160041	32268	0.80649
MFCompress	P	out2027	153554	30961	0.80651
MFCompress	P	out344	159559	32172	0.80652
MFCompress	P	out392	161079	32479	0.80653
MFCompress	P	out907	159604	32182	0.80654
MFCompress	P	out1215	162471	32761	0.80656
MFCompress	P	out1041	155179	31291	0.80657
MFCompress	P	out1617	157687	31797	0.80658
MFCompress	P	out2107	158199	31902	0.80662
MFCompress	P	out820	159268	32119	0.80666
MFCompress	P	out719	159817	32230	0.80667
MFCompress	P	out1322	151953	30644	0.80667
MFCompress	P	out2056	159081	32082	0.80668
MFCompress	P	out2129	161544	32579	0.80669
MFCompress	P	out148	158395	31944	0.80669
MFCompress	P	out830	160084	32285	0.8067
MFCompress	P	out977	159369	32141	0.8067
MFCompress	P	out96	155232	31307	0.80671
MFCompress	P	out195	154458	31152	0.80674
MFCompress	P	out348	159607	32191	0.80675
MFCompress	P	out734	162446	32765	0.80679
MFCompress	P	out279	160415	32356	0.8068
MFCompress	P	out558	157976	31864	0.8068
MFCompress	P	out1616	162243	32725	0.80681
MFCompress	P	out812	158048	31879	0.80681
MFCompress	P	out818	159118	32096	0.80684
MFCompress	P	out1208	158489	31969	0.80684
MFCompress	P	out1014	158146	31900	0.80684
MFCompress	P	out1086	153412	30945	0.80684
MFCompress	P	out1535	153802	31024	0.80685
MFCompress	P	out1211	155400	31347	0.80687
MFCompress	P	out31	155501	31368	0.80688
MFCompress	P	out778	162475	32775	0.80689
MFCompress	P	out350	159570	32189	0.80689
MFCompress	P	out684	162442	32769	0.8069
MFCompress	P	out835	159251	32125	0.8069
MFCompress	P	out2110	158164	31906	0.8069
MFCompress	P	out1852	158006	31874	0.8069
MFCompress	P	out1494	159122	32100	0.80692
MFCompress	P	out720	159549	32187	0.80694
MFCompress	P	out467	160960	32474	0.807
MFCompress	P	out884	157708	31818	0.80701
MFCompress	P	out819	159301	32140	0.80702
MFCompress	P	out1084	160098	32301	0.80703
MFCompress	P	out1541	160902	32466	0.80709
MFCompress	P	out1534	153815	31036	0.80709
MFCompress	P	out679	162347	32758	0.80711
MFCompress	P	out1735	158684	32019	0.80711
MFCompress	P	out2177	158610	32004	0.80711
MFCompress	P	out914	162319	32753	0.80712
MFCompress	P	out188	157815	31844	0.80712
MFCompress	P	out1004	156834	31646	0.80712
MFCompress	P	out644	154627	31201	0.80712
MFCompress	P	out42	158403	31963	0.80713
MFCompress	P	out2186	158988	32082	0.80715
MFCompress	P	out1005	156837	31648	0.80715
MFCompress	P	out277	161278	32545	0.80717
MFCompress	P	out704	163884	33071	0.80718
MFCompress	P	out1128	159110	32109	0.80721
MFCompress	P	out989	155352	31351	0.80722
MFCompress	P	out916	162484	32791	0.80724
MFCompress	P	out39	158702	32028	0.80724
MFCompress	P	out2259	162477	32790	0.80725
MFCompress	P	out32	155659	31414	0.80725
MFCompress	P	out1070	155684	31420	0.80727
MFCompress	P	out95	155263	31335	0.80727
MFCompress	P	out1009	153070	30893	0.80729
MFCompress	P	out580	159749	32244	0.80736
MFCompress	P	out1303	159181	32130	0.80738
MFCompress	P	out1505	163851	33073	0.80739
MFCompress	P	out1019	153543	30993	0.8074
MFCompress	P	out264	157865	31867	0.80744
MFCompress	P	out1421	156103	31511	0.80744
MFCompress	P	out1851	157109	31716	0.80749
MFCompress	P	out1198	165778	33468	0.80753
MFCompress	P	out1011	158002	31898	0.80753
MFCompress	P	out1017	158001	31898	0.80753
MFCompress	P	out682	157882	31874	0.80753
MFCompress	P	out1406	162242	32755	0.80755
MFCompress	P	out1078	153987	31089	0.80757
MFCompress	P	out1089	152759	30841	0.80757
MFCompress	P	out638	152959	30882	0.80758
MFCompress	P	out2106	152904	30872	0.80761
MFCompress	P	out1933	158627	32028	0.80763
MFCompress	P	out998	158279	31958	0.80763
MFCompress	P	out147	157496	31802	0.80769
MFCompress	P	out2025	153297	30955	0.80771
MFCompress	P	out986	162486	32811	0.80772
MFCompress	P	out1080	158049	31915	0.80772
MFCompress	P	out171	157855	31876	0.80772
MFCompress	P	out1489	155473	31395	0.80772
MFCompress	P	out687	156232	31549	0.80774
MFCompress	P	out2037	153210	30940	0.80778
MFCompress	P	out1595	158382	31985	0.80779
MFCompress	P	out1311	158252	31959	0.8078
MFCompress	P	out1938	158640	32039	0.80784
MFCompress	P	out1688	159004	32113	0.80785
MFCompress	P	out1321	152349	30769	0.80785
MFCompress	P	out229	155263	31358	0.80786
MFCompress	P	out1937	158639	32040	0.80787
MFCompress	P	out2215	156079	31524	0.80789
MFCompress	P	out1898	163253	32975	0.80794
MFCompress	P	out1012	158180	31950	0.80794
MFCompress	P	out1434	158480	32012	0.80797
MFCompress	P	out1765	153351	30976	0.80797
MFCompress	P	out2224	161344	32591	0.80798
MFCompress	P	out650	153983	31104	0.80798
MFCompress	P	out975	162543	32834	0.808
MFCompress	P	out52	154225	31154	0.80801
MFCompress	P	out769	154116	31132	0.80801
MFCompress	P	out770	154111	31131	0.80801
MFCompress	P	out1305	157712	31859	0.80802
MFCompress	P	out1433	158296	31977	0.80803
MFCompress	P	out189	157917	31901	0.80804
MFCompress	P	out1446	154144	31140	0.80807
MFCompress	P	out1440	165113	33357	0.8081
MFCompress	P	out2191	162281	32785	0.8081
MFCompress	P	out1013	159361	32195	0.8081
MFCompress	P	out41	157913	31903	0.80811
MFCompress	P	out782	154169	31147	0.80812
MFCompress	P	out1018	153279	30967	0.80812
MFCompress	P	out1730	159306	32185	0.80813
MFCompress	P	out2150	157577	31836	0.80813
MFCompress	P	out1784	160204	32367	0.80814
MFCompress	P	out1891	162296	32790	0.80815
MFCompress	P	out581	160064	32339	0.80815
MFCompress	P	out1711	157821	31886	0.80815
MFCompress	P	out764	154157	31146	0.80816
MFCompress	P	out2279	162198	32771	0.80817
MFCompress	P	out929	154950	31307	0.80818
MFCompress	P	out738	154961	31310	0.8082
MFCompress	P	out40	159527	32234	0.80823
MFCompress	P	out1314	151965	30706	0.80823
MFCompress	P	out1137	142904	28875	0.80823
MFCompress	P	out616	154626	31244	0.80824
MFCompress	P	out1076	155367	31394	0.80825
MFCompress	P	out389	155135	31347	0.80825
MFCompress	P	out2108	152916	30899	0.80826
MFCompress	P	out1697	157862	31899	0.80827
MFCompress	P	out1220	159360	32202	0.80828
MFCompress	P	out1787	162063	32749	0.8083
MFCompress	P	out325	154947	31311	0.8083
MFCompress	P	out1738	163286	32997	0.80832
MFCompress	P	out806	160631	32461	0.80833
MFCompress	P	out1909	157747	31878	0.80833
MFCompress	P	out1748	154691	31261	0.80834
MFCompress	P	out628	157836	31897	0.80835
MFCompress	P	out1698	157775	31885	0.80836
MFCompress	P	out1241	162900	32921	0.80837
MFCompress	P	out885	159643	32263	0.80837
MFCompress	P	out879	157579	31846	0.80838
MFCompress	P	out2115	162617	32865	0.8084
MFCompress	P	out2033	164282	33202	0.80841
MFCompress	P	out1369	163289	33002	0.80843
MFCompress	P	out1310	159301	32196	0.80843
MFCompress	P	out1710	157766	31886	0.80843
MFCompress	P	out1696	157747	31883	0.80845
MFCompress	P	out1315	152389	30800	0.80845
MFCompress	P	out654	154257	31178	0.80846
MFCompress	P	out29	155200	31369	0.80847
MFCompress	P	out648	153658	31057	0.80847
MFCompress	P	out605	154355	31199	0.80849
MFCompress	P	out604	153930	31113	0.80849
MFCompress	P	out2049	153262	30978	0.80849
MFCompress	P	out1223	159277	32194	0.8085
MFCompress	P	out695	156967	31727	0.8085
MFCompress	P	out1243	157023	31739	0.80851
MFCompress	P	out765	154143	31157	0.80852
MFCompress	P	out1500	149427	30205	0.80855
MFCompress	P	out1695	159035	32148	0.80857
MFCompress	P	out1561	158665	32073	0.80857
MFCompress	P	out297	160038	32351	0.80858
MFCompress	P	out1775	156259	31587	0.80858
MFCompress	P	out632	154519	31236	0.80859
MFCompress	P	out767	154089	31149	0.80859
MFCompress	P	out1306	157824	31905	0.80862
MFCompress	P	out637	153461	31023	0.80862
MFCompress	P	out312	159939	32333	0.80863
MFCompress	P	out175	158192	31980	0.80863
MFCompress	P	out645	154032	31139	0.80863
MFCompress	P	out594	154490	31232	0.80864
MFCompress	P	out1721	158872	32118	0.80865
MFCompress	P	out1365	154747	31285	0.80867
MFCompress	P	out621	154085	31151	0.80867
MFCompress	P	out636	154469	31229	0.80868
MFCompress	P	out647	154522	31242	0.80873
MFCompress	P	out1442	165096	33380	0.80874
MFCompress	P	out2048	163663	33091	0.80875
MFCompress	P	out1713	163279	33013	0.80875
MFCompress	P	out1704	163183	32994	0.80876
MFCompress	P	out602	154443	31227	0.80876
MFCompress	P	out649	154438	31226	0.80876
MFCompress	P	out640	154388	31216	0.80876
MFCompress	P	out36	163398	33038	0.80877
MFCompress	P	out1277	159485	32247	0.80877
MFCompress	P	out2243	157412	31828	0.80878
MFCompress	P	out509	140601	28429	0.80878
MFCompress	P	out1441	165180	33399	0.80879
MFCompress	P	out622	154585	31257	0.80879
MFCompress	P	out2245	162673	32893	0.80881
MFCompress	P	out2170	155007	31343	0.80881
MFCompress	P	out1039	163442	33049	0.80882
MFCompress	P	out1915	161849	32727	0.80882
MFCompress	P	out1939	158759	32102	0.80882
MFCompress	P	out565	158358	32021	0.80882
MFCompress	P	out1727	159013	32154	0.80883
MFCompress	P	out623	154177	31176	0.80883
MFCompress	P	out657	153174	30973	0.80883
MFCompress	P	out2173	156074	31560	0.80884
MFCompress	P	out1222	159336	32220	0.80885
MFCompress	P	out1725	159163	32185	0.80885
MFCompress	P	out672	154440	31230	0.80885
MFCompress	P	out301	159810	32316	0.80886
MFCompress	P	out1699	157826	31915	0.80886
MFCompress	P	out1756	154940	31332	0.80888
MFCompress	P	out2205	153995	31141	0.80888
MFCompress	P	out1210	161025	32563	0.80889
MFCompress	P	out1557	155575	31461	0.80889
MFCompress	P	out614	154245	31192	0.80889
MFCompress	P	out1558	159079	32170	0.8089
MFCompress	P	out689	153165	30974	0.8089
MFCompress	P	out37	163725	33110	0.80891
MFCompress	P	out803	163186	33001	0.80891
MFCompress	P	out606	154316	31207	0.80891
MFCompress	P	out1456	155090	31364	0.80892
MFCompress	P	out1280	159351	32226	0.80893
MFCompress	P	out1117	139698	28252	0.80894
MFCompress	P	out30	162011	32765	0.80895
MFCompress	P	out660	154333	31212	0.80895
MFCompress	P	out2280	161816	32726	0.80896
MFCompress	P	out2	163375	33042	0.80898
MFCompress	P	out997	161165	32595	0.80898
MFCompress	P	out612	154441	31235	0.80898
MFCompress	P	out696	154523	31252	0.80899
MFCompress	P	out2278	158160	31988	0.809
MFCompress	P	out664	154551	31258	0.809
MFCompress	P	out3	163398	33048	0.80901
MFCompress	P	out1517	153298	31005	0.80901
MFCompress	P	out2128	60098	12155	0.80901
MFCompress	P	out938	159931	32347	0.80902
MFCompress	P	out674	153944	31136	0.80902
MFCompress	P	out555	140312	28379	0.80902
MFCompress	P	out2257	158899	32139	0.80904
MFCompress	P	out619	154291	31207	0.80904
MFCompress	P	out1504	142796	28882	0.80904
MFCompress	P	out629	160017	32366	0.80906
MFCompress	P	out651	154253	31200	0.80906
MFCompress	P	out1895	163010	32972	0.80907
MFCompress	P	out599	154521	31255	0.80908
MFCompress	P	out624	154239	31198	0.80908
MFCompress	P	out1556	140459	28411	0.80909
MFCompress	P	out571	155465	31447	0.8091
MFCompress	P	out658	154486	31249	0.8091
MFCompress	P	out1038	163606	33094	0.80911
MFCompress	P	out1703	163382	33049	0.80912
MFCompress	P	out665	154273	31207	0.80913
MFCompress	P	out669	153643	31080	0.80914
MFCompress	P	out607	154515	31257	0.80916
MFCompress	P	out1634	140110	28343	0.80916
MFCompress	P	out1649	154824	31320	0.80917
MFCompress	P	out766	154111	31176	0.80918
MFCompress	P	out601	154085	31171	0.80918
MFCompress	P	out1221	153339	31020	0.80918
MFCompress	P	out91	140659	28455	0.80919
MFCompress	P	out1604	166104	33603	0.8092
MFCompress	P	out1932	158714	32108	0.8092
MFCompress	P	out634	154142	31183	0.8092
MFCompress	P	out1759	157200	31802	0.80921
MFCompress	P	out285	159958	32361	0.80923
MFCompress	P	out656	154160	31188	0.80923
MFCompress	P	out540	154683	31294	0.80924
MFCompress	P	out1999	144169	29167	0.80924
MFCompress	P	out668	154555	31269	0.80926
MFCompress	P	out744	154066	31170	0.80926
MFCompress	P	out2164	157657	31897	0.80927
MFCompress	P	out598	154637	31286	0.80927
MFCompress	P	out597	154597	31278	0.80927
MFCompress	P	out1316	152497	30853	0.80927
MFCompress	P	out666	154564	31272	0.80929
MFCompress	P	out536	140706	28468	0.80929
MFCompress	P	out1910	161374	32650	0.8093
MFCompress	P	out643	154454	31250	0.8093
MFCompress	P	out1245	159033	32177	0.80931
MFCompress	P	out1212	156552	31675	0.80931
MFCompress	P	out1371	155179	31397	0.80931
MFCompress	P	out839	155173	31396	0.80931
MFCompress	P	out177	158177	32004	0.80932
MFCompress	P	out34	161901	32758	0.80933
MFCompress	P	out1701	162274	32834	0.80934
MFCompress	P	out611	154065	31173	0.80934
MFCompress	P	out635	154701	31302	0.80935
MFCompress	P	out615	154827	31328	0.80936
MFCompress	P	out5	152682	30894	0.80936
MFCompress	P	out62	160346	32445	0.80937
MFCompress	P	out659	154553	31273	0.80937
MFCompress	P	out675	154410	31244	0.80937
MFCompress	P	out600	154735	31310	0.80938
MFCompress	P	out592	154547	31272	0.80938
MFCompress	P	out641	154345	31231	0.80938
MFCompress	P	out74	139706	28269	0.80938
MFCompress	P	out1622	159127	32199	0.80939
MFCompress	P	out2057	162312	32844	0.8094
MFCompress	P	out595	154558	31276	0.80943
MFCompress	P	out633	154495	31265	0.80947
MFCompress	P	out953	154178	31202	0.8095
MFCompress	P	out663	154423	31252	0.80951
MFCompress	P	out1702	162773	32942	0.80952
MFCompress	P	out1635	140512	28437	0.80952
MFCompress	P	out1495	154791	31327	0.80953
MFCompress	P	out1359	163434	33077	0.80955
MFCompress	P	out1553	141958	28731	0.80956
MFCompress	P	out856	161789	32745	0.80957
MFCompress	P	out1035	160704	32526	0.80958
MFCompress	P	out1912	162492	32888	0.80959
MFCompress	P	out680	162333	32856	0.80959
MFCompress	P	out1528	157897	31958	0.80959
MFCompress	P	out667	154735	31318	0.80959
MFCompress	P	out1563	151711	30706	0.80959
MFCompress	P	out1439	165036	33404	0.80961
MFCompress	P	out508	141822	28706	0.80963
MFCompress	P	out610	154498	31272	0.80964
MFCompress	P	out662	154807	31335	0.80965
MFCompress	P	out673	154725	31319	0.80966
MFCompress	P	out2131	163161	33027	0.80967
MFCompress	P	out1217	159205	32226	0.80967
MFCompress	P	out646	154376	31249	0.80968
MFCompress	P	out618	154233	31220	0.80968
MFCompress	P	out1031	163334	33063	0.8097
MFCompress	P	out1334	158813	32148	0.8097
MFCompress	P	out947	159385	32264	0.80971
MFCompress	P	out2251	162962	32989	0.80973
MFCompress	P	out1689	158887	32164	0.80973
MFCompress	P	out1996	157257	31834	0.80973
MFCompress	P	out596	154184	31212	0.80973
MFCompress	P	out1782	122667	24832	0.80973
MFCompress	P	out556	141803	28706	0.80974
MFCompress	P	out853	161921	32779	0.80975
MFCompress	P	out1496	154787	31335	0.80975
MFCompress	P	out631	153814	31138	0.80975
MFCompress	P	out620	153965	31169	0.80976
MFCompress	P	out1854	154801	31340	0.80981
MFCompress	P	out14	154731	31326	0.80981
MFCompress	P	out549	141923	28733	0.80981
MFCompress	P	out87	140670	28479	0.80981
MFCompress	P	out639	154535	31287	0.80983
MFCompress	P	out530	140871	28521	0.80984
MFCompress	P	out2059	162669	32936	0.80989
MFCompress	P	out609	154294	31241	0.8099
MFCompress	P	out661	154466	31276	0.80991
MFCompress	P	out1709	157812	31954	0.80992
MFCompress	P	out859	162453	32895	0.80995
MFCompress	P	out603	154541	31293	0.80995
MFCompress	P	out652	154535	31292	0.80996
MFCompress	P	out2062	162733	32953	0.80998
MFCompress	P	out2155	155052	31398	0.80999
MFCompress	P	out2061	162790	32966	0.81002
MFCompress	P	out837	162608	32929	0.81002
MFCompress	P	out852	162986	33006	0.81003
MFCompress	P	out2165	162655	32939	0.81003
MFCompress	P	out553	140562	28465	0.81003
MFCompress	P	out133	163398	33090	0.81004
MFCompress	P	out858	162424	32893	0.81005
MFCompress	P	out1911	162596	32929	0.81008
MFCompress	P	out551	142967	28954	0.81008
MFCompress	P	out1724	163382	33089	0.8101
MFCompress	P	out1196	162514	32914	0.81012
MFCompress	P	out519	142431	28847	0.81013
MFCompress	P	out854	162421	32896	0.81014
MFCompress	P	out2168	158040	32009	0.81014
MFCompress	P	out1438	156358	31668	0.81014
MFCompress	P	out552	140787	28515	0.81016
MFCompress	P	out141	163391	33094	0.81017
MFCompress	P	out83	141024	28564	0.81018
MFCompress	P	out2058	162582	32931	0.8102
MFCompress	P	out535	140866	28533	0.81021
MFCompress	P	out528	141644	28691	0.81022
MFCompress	P	out1914	161761	32766	0.81023
MFCompress	P	out1219	159110	32230	0.81025
MFCompress	P	out2281	161883	32792	0.81026
MFCompress	P	out887	162482	32914	0.81028
MFCompress	P	out92	140083	28377	0.81029
MFCompress	P	out1116	140322	28426	0.8103
MFCompress	P	out515	141230	28611	0.81033
MFCompress	P	out2060	162687	32958	0.81034
MFCompress	P	out2282	161542	32726	0.81034
MFCompress	P	out2169	158229	32056	0.81036
MFCompress	P	out1807	144019	29178	0.81039
MFCompress	P	out1555	141517	28671	0.81039
MFCompress	P	out1205	142710	28914	0.81042
MFCompress	P	out176	162974	33020	0.81043
MFCompress	P	out849	161917	32806	0.81043
MFCompress	P	out1242	159166	32249	0.81044
MFCompress	P	out804	140071	28380	0.81044
MFCompress	P	out670	154331	31270	0.81046
MFCompress	P	out533	141331	28636	0.81046
MFCompress	P	out89	141169	28603	0.81046
MFCompress	P	out1235	140994	28568	0.81047
MFCompress	P	out126	161073	32637	0.81048
MFCompress	P	out512	141776	28728	0.81051
MFCompress	P	out676	154502	31307	0.81052
MFCompress	P	out94	163394	33109	0.81053
MFCompress	P	out809	144038	29187	0.81053
MFCompress	P	out2172	158234	32064	0.81054
MFCompress	P	out514	142977	28973	0.81056
MFCompress	P	out585	159738	32370	0.81057
MFCompress	P	out626	153026	31011	0.8106
MFCompress	P	out61	157534	31925	0.81061
MFCompress	P	out550	142578	28894	0.81061
MFCompress	P	out511	141152	28605	0.81061
MFCompress	P	out534	140069	28387	0.81065
MFCompress	P	out75	141672	28712	0.81066
MFCompress	P	out1120	141257	28628	0.81066
MFCompress	P	out1913	161973	32827	0.81067
MFCompress	P	out593	154272	31267	0.81069
MFCompress	P	out1204	142775	28937	0.8107
MFCompress	P	out1636	141956	28771	0.8107
MFCompress	P	out857	162460	32927	0.81071
MFCompress	P	out185	161013	32634	0.81071
MFCompress	P	out564	141066	28591	0.81071
MFCompress	P	out931	141439	28667	0.81072
MFCompress	P	out2227	160091	32448	0.81073
MFCompress	P	out365	141475	28675	0.81074
MFCompress	P	out53	157683	31961	0.81076
MFCompress	P	out531	142453	28874	0.81076
MFCompress	P	out506	142790	28943	0.81078
MFCompress	P	out1236	140993	28579	0.81079
MFCompress	P	out1926	153282	31071	0.81081
MFCompress	P	out1234	140813	28544	0.81083
MFCompress	P	out978	154327	31284	0.81084
MFCompress	P	out2174	157572	31942	0.81085
MFCompress	P	out2042	156213	31667	0.81086
MFCompress	P	out2273	142443	28876	0.81087
MFCompress	P	out930	141794	28745	0.81089
MFCompress	P	out794	160854	32610	0.81092
MFCompress	P	out367	141266	28639	0.81092
MFCompress	P	out2092	158153	32063	0.81093
MFCompress	P	out1114	141977	28784	0.81094
MFCompress	P	out1732	159228	32282	0.81096
MFCompress	P	out1779	157314	31894	0.81096
MFCompress	P	out1132	141343	28656	0.81096
MFCompress	P	out1651	159172	32271	0.81097
MFCompress	P	out1164	161725	32789	0.81098
MFCompress	P	out1431	141922	28774	0.81098
MFCompress	P	out80	141211	28630	0.81098
MFCompress	P	out617	154411	31307	0.811
MFCompress	P	out1133	141987	28788	0.811
MFCompress	P	out557	141320	28653	0.81101
MFCompress	P	out1130	142304	28853	0.81102
MFCompress	P	out1113	141252	28640	0.81103
MFCompress	P	out1349	161780	32803	0.81105
MFCompress	P	out1320	152359	30893	0.81105
MFCompress	P	out562	141835	28759	0.81105
MFCompress	P	out795	160131	32469	0.81106
MFCompress	P	out1331	158991	32238	0.81106
MFCompress	P	out1928	162768	33005	0.81109
MFCompress	P	out523	142810	28958	0.81109
MFCompress	P	out1544	159058	32253	0.8111
MFCompress	P	out505	143170	29032	0.81111
MFCompress	P	out1374	164458	33349	0.81112
MFCompress	P	out1224	159139	32271	0.81113
MFCompress	P	out671	153898	31208	0.81113
MFCompress	P	out625	155522	31538	0.81115
MFCompress	P	out810	143898	29181	0.81115
MFCompress	P	out1299	142777	28954	0.81116
MFCompress	P	out1135	141806	28757	0.81116
MFCompress	P	out518	142039	28806	0.81121
MFCompress	P	out1233	141026	28601	0.81122
MFCompress	P	out768	154144	31262	0.81124
MFCompress	P	out613	154558	31347	0.81126
MFCompress	P	out517	142099	28820	0.81126
MFCompress	P	out1301	142511	28904	0.81127
MFCompress	P	out888	158366	32120	0.81128
MFCompress	P	out1920	153254	31083	0.81128
MFCompress	P	out1131	141248	28649	0.81131
MFCompress	P	out76	141966	28795	0.81132
MFCompress	P	out1121	142265	28856	0.81133
MFCompress	P	out1429	143456	29098	0.81134
MFCompress	P	out1900	157302	31907	0.81135
MFCompress	P	out1125	142580	28921	0.81136
MFCompress	P	out77	141671	28737	0.81137
MFCompress	P	out717	143250	29058	0.81139
MFCompress	P	out520	141332	28669	0.81139
MFCompress	P	out1126	140444	28489	0.81139
MFCompress	P	out1896	142700	28947	0.8114
MFCompress	P	out1460	162383	32940	0.81141
MFCompress	P	out521	142714	28950	0.81141
MFCompress	P	out655	154464	31334	0.81142
MFCompress	P	out1726	160994	32659	0.81143
MFCompress	P	out525	142551	28918	0.81144
MFCompress	P	out169	452725	91841	0.81145
MFCompress	P	out1096	84466	17135	0.81145
MFCompress	P	out2277	162402	32946	0.81146
MFCompress	P	out2096	141675	28741	0.81146
MFCompress	P	out513	141261	28657	0.81146
MFCompress	P	out937	141915	28790	0.81147
MFCompress	P	out1767	156342	31719	0.81152
MFCompress	P	out2099	162014	32870	0.81153
MFCompress	P	out608	154162	31278	0.81156
MFCompress	P	out1134	143165	29047	0.81156
MFCompress	P	out79	140824	28572	0.81156
